1688627828.426002,0
1688627828.535055,2
1688627828.644023,0
1688627828.753648,0
1688627828.862141,0
1688627828.970175,0
1688627829.076627,0
1688627829.183619,2
1688627829.290715,0
1688627829.399146,0
1688627829.508082,0
1688627829.616134,0
1688627829.731680,0
1688627829.839345,0
1688627829.945954,0
1688627830.053280,0
1688627830.159855,0
1688627830.267724,0
1688627830.376410,0
1688627830.486482,0
1688627830.597235,0
1688627830.705562,0
1688627830.813960,0
1688627830.922499,0
1688627831.032326,0
1688627831.142023,0
1688627831.252272,0
1688627831.359985,0
1688627831.468765,0
1688627831.580423,0
1688627831.689638,0
1688627831.797175,0
1688627831.906003,0
1688627832.014031,0
1688627832.121534,0
1688627832.228127,0
1688627832.335376,0
1688627832.441667,0
1688627832.548680,0
1688627832.658024,0
1688627832.764585,0
1688627832.875595,0
1688627832.984676,0
1688627833.094727,0
1688627833.204150,1
1688627833.316804,0
1688627833.426529,0
1688627833.533692,0
1688627833.643236,0
1688627833.749563,0
1688627833.858030,0
1688627833.966630,0
1688627834.074885,0
1688627834.181689,0
1688627834.292329,0
1688627834.403125,0
1688627834.510227,0
1688627834.619476,0
1688627834.726274,0
1688627834.838131,0
1688627834.945339,0
1688627835.052755,0
1688627835.163062,0
1688627835.269572,0
1688627835.374242,0
1688627835.482473,0
1688627835.590027,0
1688627835.699694,0
1688627835.809095,0
1688627835.916842,0
1688627836.024430,0
1688627836.136444,0
1688627836.244400,0
1688627836.348406,0
1688627836.454588,0
1688627836.564008,0
1688627836.671473,0
1688627836.778602,0
1688627836.889318,0
1688627836.995053,0
1688627837.102847,0
1688627837.211528,1
1688627837.318851,0
1688627837.424945,0
1688627837.533402,0
1688627837.640236,0
1688627837.746937,0
1688627837.853129,0
1688627837.957990,0
1688627838.068077,0
1688627838.176284,0
1688627838.282796,0
1688627838.393042,0
1688627838.502147,0
1688627838.607442,0
1688627838.717975,0
1688627838.827292,0
1688627838.933817,0
1688627839.039366,0
1688627839.146576,0
1688627839.255757,0
1688627839.366547,0
1688627839.475678,0
1688627839.583063,0
1688627839.691746,0
1688627839.802732,0
1688627839.910508,0
1688627840.020964,0
1688627840.125491,0
1688627840.235112,0
1688627840.341035,0
1688627840.447455,0
1688627840.557243,0
1688627840.663657,0
1688627840.772657,0
1688627840.877925,0
1688627840.989245,0
1688627841.097982,0
1688627841.207682,0
1688627841.315862,0
1688627841.422142,0
1688627841.532542,0
1688627841.638425,0
1688627841.748178,0
1688627841.857478,0
1688627841.965306,0
1688627842.072558,0
1688627842.176946,0
1688627842.288034,0
1688627842.398541,0
1688627842.503139,0
1688627842.608678,0
1688627842.714394,0
1688627842.820114,0
1688627842.925694,0
1688627843.031804,0
1688627843.137182,0
1688627843.243298,0
1688627843.351186,0
1688627843.456152,0
1688627843.565049,0
1688627843.672843,0
1688627843.780223,0
1688627843.890123,0
1688627843.999196,0
1688627844.107062,0
1688627844.212459,0
1688627844.317540,0
1688627844.422511,0
1688627844.529218,0
1688627844.634854,0
1688627844.739488,0
1688627844.849555,0
1688627844.961077,0
1688627845.066147,0
1688627845.175210,0
1688627845.284047,0
1688627845.392380,0
1688627845.500000,0
1688627845.606193,0
