1688628431.706205,0
1688628431.812650,2
1688628431.918749,0
1688628432.025326,0
1688628432.132862,0
1688628432.240432,0
1688628432.346577,0
1688628432.454501,0
1688628432.561421,0
1688628432.670414,0
1688628432.779785,0
1688628432.888459,2
1688628432.995468,1
1688628433.104309,0
1688628433.214892,0
1688628433.323622,0
1688628433.431032,0
1688628433.539024,0
1688628433.651199,0
1688628433.758382,0
1688628433.866240,0
1688628433.972997,0
1688628434.079224,0
1688628434.188000,0
1688628434.295781,0
1688628434.403029,0
1688628434.509453,0
1688628434.616164,0
1688628434.724698,0
1688628434.831909,0
1688628434.940823,0
1688628435.048165,0
1688628435.155648,0
1688628435.261255,0
1688628435.370828,0
1688628435.476513,0
1688628435.582857,0
1688628435.688732,0
1688628435.793537,0
1688628435.904472,0
1688628436.012610,0
1688628436.118677,0
1688628436.229071,0
1688628436.334749,0
1688628436.442687,0
1688628436.551223,0
1688628436.658510,0
1688628436.765225,0
1688628436.871433,1
1688628436.977673,0
1688628437.083629,0
1688628437.190445,0
1688628437.297545,0
1688628437.407484,0
1688628437.513823,0
1688628437.622143,0
1688628437.728276,0
1688628437.835126,0
1688628437.943457,0
1688628438.049287,0
1688628438.158087,0
1688628438.265376,0
1688628438.371548,0
1688628438.477519,0
1688628438.584322,0
1688628438.690900,0
1688628438.797297,0
1688628438.904388,0
1688628439.015541,0
1688628439.124576,0
1688628439.231620,0
1688628439.338489,0
1688628439.444355,0
1688628439.552709,0
1688628439.659936,0
1688628439.769326,0
1688628439.876395,0
1688628439.982306,0
1688628440.094238,0
1688628440.199695,0
1688628440.307635,1
1688628440.414986,0
1688628440.520883,0
1688628440.629696,0
1688628440.738710,0
1688628440.845447,0
1688628440.952476,0
1688628441.058190,0
1688628441.164680,0
1688628441.271978,0
1688628441.378604,0
1688628441.487030,0
1688628441.594848,0
1688628441.704654,0
1688628441.815063,0
1688628441.922637,0
1688628442.028950,0
1688628442.136097,0
1688628442.245249,0
1688628442.352941,0
1688628442.461744,0
1688628442.569575,0
1688628442.680419,0
1688628442.790197,0
1688628442.897378,0
1688628443.004211,0
1688628443.111998,0
1688628443.222232,0
1688628443.328869,0
1688628443.434840,0
1688628443.543815,0
1688628443.650981,0
1688628443.756946,0
1688628443.863783,0
1688628443.971117,0
1688628444.077055,0
1688628444.189786,0
1688628444.297773,0
1688628444.410838,0
1688628444.520361,0
1688628444.646207,0
1688628444.752386,0
1688628444.871459,0
1688628445.003472,0
1688628445.121690,0
1688628445.246083,0
1688628445.357165,0
1688628445.485058,0
1688628445.603173,0
1688628445.715422,0
1688628445.823244,0
1688628445.933793,0
1688628446.039832,0
1688628446.147053,0
1688628446.257447,0
1688628446.366187,0
1688628446.474602,0
1688628446.584020,0
1688628446.691727,0
1688628446.800584,0
1688628446.908932,0
1688628447.016923,0
1688628447.124459,0
1688628447.234569,0
1688628447.341375,0
1688628447.448484,0
1688628447.556628,0
1688628447.663016,0
1688628447.771874,0
1688628447.880195,0
1688628447.988589,0
1688628448.098814,0
1688628448.205370,0
1688628448.313423,0
1688628448.420218,0
1688628448.526705,0
1688628448.632151,0
1688628448.741305,0
1688628448.848573,0
1688628448.953201,0
1688628449.063090,0
1688628449.173097,0
1688628449.278898,0
1688628449.389331,0
1688628449.496581,0
1688628449.602672,0
